clip_id,scene,shot,clip_of,seconds,location,prompt
S29-29L-a,29,29L,1/2,5,LOC-09 → LOC-08,"MS, eye, 50mm, handheld. Kira drags Arjun out onto the upper deck. He is breathing. His Threadwork is DEAD PEWTER. His eyes are open and pleasant and empty. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: first real sunlight of the film on white lacquer. Effect: Threadwork rendered permanently dead: matte grey, no emission, ever again. Audio: wind; boats; people. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S29-29L-b,29,29L,2/2,4,LOC-09 → LOC-08,"MS, eye, 50mm, handheld. Kira drags Arjun out onto the upper deck. He is breathing. His Threadwork is DEAD PEWTER. His eyes are open and pleasant and empty. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: first real sunlight of the film on white lacquer. Effect: Threadwork rendered permanently dead: matte grey, no emission, ever again. Audio: wind; boats; people. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S29-29M-a,29,29M,1/2,7,LOC-09 → LOC-08,"EWS, low, from the deck, looking up, 25mm, slow crane up. AND THE STORM BREAKS. Not dramatically — it thins, and tears, and there is a seam of gold, and then, for the first time in two hours and five minutes: SKY. Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: clean blue with gold at the seam; the first unfiltered sunlight since Sc.1. Effect: cloud dissolution; this is the single most important lighting event in the film. Audio: wind dropping; and the score, finally, in a major key, full. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S29-29M-b,29,29M,2/2,7,LOC-09 → LOC-08,"EWS, low, from the deck, looking up, 25mm, slow crane up. AND THE STORM BREAKS. Not dramatically — it thins, and tears, and there is a seam of gold, and then, for the first time in two hours and five minutes: SKY. Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: clean blue with gold at the seam; the first unfiltered sunlight since Sc.1. Effect: cloud dissolution; this is the single most important lighting event in the film. Audio: wind dropping; and the score, finally, in a major key, full. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S29-29N,29,29N,1/1,8,LOC-09 → LOC-08,"WS, eye, 40mm, locked-off, no camera movement. Four hundred soaked boat people on the deck of a bone-white rig, looking up at blue. Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: blue sky bounce on four hundred wet faces. Effect: crowd. Audio: nobody cheers. They just look. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S29-29O-a,29,29O,1/2,6,LOC-09 → LOC-08,"CU, eye, 85mm, handheld, close. Riya takes his face in both hands: 'Do you know me?' / 'No. Should I be worried? You look like it's bad news.' / She laughs and it comes out as a sob. Forehead to forehead. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: golden sunrise key. Audio: her laugh-sob; wind. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S29-29O-b,29,29O,2/2,6,LOC-09 → LOC-08,"CU, eye, 85mm, handheld, close. Riya takes his face in both hands: 'Do you know me?' / 'No. Should I be worried? You look like it's bad news.' / She laughs and it comes out as a sob. Forehead to forehead. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: golden sunrise key. Audio: her laugh-sob; wind. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S29-29P-a,29,29P,1/2,5,LOC-09 → LOC-08,"WS, eye, 32mm, locked-off, no camera movement. Kira apart at the rail, watching the sun come up over ninety fishing boats, palms open, gold light still running quietly in her hands. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: sunrise backlight; gold on gold. Effect: resting tether glow. Audio: the sea; the score resolving. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S29-29P-b,29,29P,2/2,5,LOC-09 → LOC-08,"WS, eye, 32mm, locked-off, no camera movement. Kira apart at the rail, watching the sun come up over ninety fishing boats, palms open, gold light still running quietly in her hands. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Setting: LOC-09 → LOC-08. sunrise, storm breaking. Light: sunrise backlight; gold on gold. Effect: resting tether glow. Audio: the sea; the score resolving. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S30-30A-a,30,30A,1/2,6,LOC-03 + LOC-10,"EWS aerial, drone, slow descent through the towers, 24mm, aerial descent — the mirror of shot 3A. The Stiltway in CLEAN MORNING LIGHT: loud, wet, alive, rebuilding. The Long Walk's mid-span is NEW UNTREATED BAMBOO, pale and bright against everything rusted. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear morning sun, hard and warm — the first clean sky in the film. Effect: CG city; the rebuilt span — CONTINUITY CRITICAL. Audio: hammering, radios, kids, gulls, engines. The city at full volume. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S30-30A-b,30,30A,2/2,6,LOC-03 + LOC-10,"EWS aerial, drone, slow descent through the towers, 24mm, aerial descent — the mirror of shot 3A. The Stiltway in CLEAN MORNING LIGHT: loud, wet, alive, rebuilding. The Long Walk's mid-span is NEW UNTREATED BAMBOO, pale and bright against everything rusted. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear morning sun, hard and warm — the first clean sky in the film. Effect: CG city; the rebuilt span — CONTINUITY CRITICAL. Audio: hammering, radios, kids, gulls, engines. The city at full volume. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S30-30B,30,30B,1/1,8,LOC-03 + LOC-10,"WS, low, tilting up the ropes, 32mm, slow tilt up — mirror of shot 3C. Hundreds of memorial kites along the ropes — AND THIS TIME THEY ARE COLOURED. Saffron, teal, oxblood, magenta. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: backlit by clear sun; the colour is the point. Effect: cloth sim. Audio: paper and wind; and this time it sounds like celebration. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S30-30C-a,30,30C,1/2,6,LOC-03 + LOC-10,"WS, low, hero angle, earned, 32mm, slow crane up. KIRA OKONKWO in a fitted Corps Tether mantle, full saffron cloak, six braids, three copper clips, brass regulator on her belt — six gold tethers out, hauling a four-tonne girder into place while twenty workers guide it and a dozen kids run underneath screaming. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun; the gold tethers barely visible against a bright sky, which is right — she doesn't need the dark to be seen. Effect: six load-bearing tethers with a real girder; the gold now reads as work light, not weapon light. Audio: steel, shouting, laughter; the Guardian theme in a new, lighter orchestration. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S30-30C-b,30,30C,2/2,5,LOC-03 + LOC-10,"WS, low, hero angle, earned, 32mm, slow crane up. KIRA OKONKWO in a fitted Corps Tether mantle, full saffron cloak, six braids, three copper clips, brass regulator on her belt — six gold tethers out, hauling a four-tonne girder into place while twenty workers guide it and a dozen kids run underneath screaming. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun; the gold tethers barely visible against a bright sky, which is right — she doesn't need the dark to be seen. Effect: six load-bearing tethers with a real girder; the gold now reads as work light, not weapon light. Audio: steel, shouting, laughter; the Guardian theme in a new, lighter orchestration. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S30-30D,30,30D,1/1,8,LOC-03 + LOC-10,"MS 2-shot, eye, 50mm, handheld, loose and warm. 'LEFT! LEFT, GIRL—' / 'IT IS LEFT!' Bhaskar has a new apprentice's cap on the crate beside him and does not explain it. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Bhaskar (44, bald South Indian man, thick grey moustache, gold tooth, tattooed forearms, oily work vest). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun. Audio: the yard. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S30-30E-a,30,30E,1/2,5,LOC-03 + LOC-10,"WS, eye, water level, 40mm, locked-off, no camera movement. A jetty. Arjun in a plain cotton shirt, sleeves rolled, barefoot, hands on his knees, watching the water with the perfect calm of a man with nothing behind him. His Threadwork is dull pewter. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear morning, water bounce. Effect: dead Threadwork. Audio: water on wood. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S30-30E-b,30,30E,2/2,4,LOC-03 + LOC-10,"WS, eye, water level, 40mm, locked-off, no camera movement. A jetty. Arjun in a plain cotton shirt, sleeves rolled, barefoot, hands on his knees, watching the water with the perfect calm of a man with nothing behind him. His Threadwork is dull pewter. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear morning, water bounce. Effect: dead Threadwork. Audio: water on wood. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S30-30F-a,30,30F,1/2,6,LOC-03 + LOC-10,"MS 2-shot, eye, 50mm, locked-off, no camera movement. Riya sits down with two glasses of chai. 'Chai.' / He sips, makes a face: 'It's very sweet.' / 'Yes. It is.' They sit. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear morning. Audio: the city behind them. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S30-30F-b,30,30F,2/2,5,LOC-03 + LOC-10,"MS 2-shot, eye, 50mm, locked-off, no camera movement. Riya sits down with two glasses of chai. 'Chai.' / He sips, makes a face: 'It's very sweet.' / 'Yes. It is.' They sit. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear morning. Audio: the city behind them. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S30-30G-a,30,30G,1/3,6,LOC-03 + LOC-10,"insert, DIRECTLY OVERHEAD, LOCKED — the signature insert, final use, 40mm macro, locked-off, no camera movement. THE NOTEBOOK placed in his hands: waterlogged, swollen, red boot-lace. Opened. The last page. We hear it in his own four-month-old voice. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun on wet-warped paper. Audio: his V.O.; the city faded back. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 3. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S30-30G-b,30,30G,2/3,6,LOC-03 + LOC-10,"insert, DIRECTLY OVERHEAD, LOCKED — the signature insert, final use, 40mm macro, locked-off, no camera movement. THE NOTEBOOK placed in his hands: waterlogged, swollen, red boot-lace. Opened. The last page. We hear it in his own four-month-old voice. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun on wet-warped paper. Audio: his V.O.; the city faded back. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 3. Continue the described action already in progress; neither begin nor resolve it. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S30-30G-c,30,30G,3/3,6,LOC-03 + LOC-10,"insert, DIRECTLY OVERHEAD, LOCKED — the signature insert, final use, 40mm macro, locked-off, no camera movement. THE NOTEBOOK placed in his hands: waterlogged, swollen, red boot-lace. Opened. The last page. We hear it in his own four-month-old voice. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun on wet-warped paper. Audio: his V.O.; the city faded back. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 3 of 3. Complete the described action and settle on the final beat. Use the final frame of part 2 as the starting reference so the move is unbroken.)"
S30-30H-a,30,30H,1/2,5,LOC-03 + LOC-10,"CU, eye, 85mm, locked-off, no camera movement. He reads it twice. His face doesn't change much — there's no memory to attach it to. But his thumb goes over the last line, once. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun. Audio: paper; water. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S30-30H-b,30,30H,2/2,4,LOC-03 + LOC-10,"CU, eye, 85mm, locked-off, no camera movement. He reads it twice. His face doesn't change much — there's no memory to attach it to. But his thumb goes over the last line, once. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun. Audio: paper; water. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S30-30I-a,30,30I,1/2,5,LOC-03 + LOC-10,"MS 2-shot, eye, 50mm, locked-off, no camera movement. 'Was I? Better or worse than this?' / Riya, watching Kira haul four tonnes of steel on threads of gold light: 'Oh, you were nowhere near.'. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun. Effect: tethers in background. Audio: the yard; her small laugh. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S30-30I-b,30,30I,2/2,4,LOC-03 + LOC-10,"MS 2-shot, eye, 50mm, locked-off, no camera movement. 'Was I? Better or worse than this?' / Riya, watching Kira haul four tonnes of steel on threads of gold light: 'Oh, you were nowhere near.'. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. morning, four months later, CLEAR — the only clear-sky scene. Light: clear sun. Effect: tethers in background. Audio: the yard; her small laugh. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
